Código,Região,UF,nome_meso,nome_micro,Município,IFDM,Educação,Emprego e Renda,Saúde,desenvolvimento
220970,Nordeste,PI,Sudoeste Piauiense,Floriano,SÃO FRANCISCO DO PIAUÍ,0.6509802355815584,0.7343889169432539,0.4507995186575569,0.7677522711438647,Moderado
220975,Nordeste,PI,Sudoeste Piauiense,Alto Médio Gurguéia,SÃO GONÇALO DO GURGUÉIA,0.4597854501682107,0.6018850834102187,0.4480104907543191,0.3294607763400943,Regular
220980,Nordeste,PI,Centro-Norte Piauiense,Médio Parnaíba Piauiense,SÃO GONÇALO DO PIAUÍ,0.6888556135607433,0.7482690052190337,0.436960470118389,0.8813373653448071,Moderado
220985,Nordeste,PI,Sudeste Piauiense,Picos,SÃO JOÃO DA CANABRAVA,0.5937643778735455,0.7207241963124316,0.3911640796883934,0.6694048576198115,Regular
220987,Nordeste,PI,Norte Piauiense,Litoral Piauiense,SÃO JOÃO DA FRONTEIRA,0.644496810652796,0.7214931489754239,0.4394183205831717,0.7725789623997925,Moderado
220990,Nordeste,PI,Centro-Norte Piauiense,Campo Maior,SÃO JOÃO DA SERRA,0.6240743978978089,0.7395199940740067,0.4494144501822671,0.683288749437153,Moderado
220995,Nordeste,PI,Sudeste Piauiense,Picos,SÃO JOÃO DA VARJOTA,0.5501534032025732,0.7619872124037191,0.2930026856410114,0.595470311562989,Regular
220997,Nordeste,PI,Norte Piauiense,Baixo Parnaíba Piauiense,SÃO JOÃO DO ARRAIAL,0.5953957790372959,0.72700908594294,0.4174262779252841,0.6417519732436638,Regular
221000,Nordeste,PI,Sudeste Piauiense,Alto Médio Canindé,SÃO JOÃO DO PIAUÍ,0.6004427783633494,0.7021042875062482,0.3644335946936499,0.7347904528901501,Moderado
221005,Nordeste,PI,Norte Piauiense,Litoral Piauiense,SÃO JOSÉ DO DIVINO,0.7127313452143691,0.8704898921445411,0.3633081857419609,0.9043959577566055,Moderado
221010,Nordeste,PI,Sudoeste Piauiense,Floriano,SÃO JOSÉ DO PEIXE,0.6600226146138073,0.7207310248496182,0.4304927088750039,0.8288441101168,Moderado
221020,Nordeste,PI,Sudeste Piauiense,Picos,SÃO JOSÉ DO PIAUÍ,0.5689610821481541,0.7215702912906303,0.3783983278630063,0.6069146272908257,Regular
221030,Nordeste,PI,Sudeste Piauiense,Pio IX,SÃO JULIÃO,0.6339191429560864,0.755401504341016,0.4261136293897001,0.7202422951375433,Moderado
221035,Nordeste,PI,Sudoeste Piauiense,São Raimundo Nonato,SÃO LOURENÇO DO PIAUÍ,0.556910603328105,0.6121500152167297,0.4072631935141628,0.6513186012534228,Regular
221037,Nordeste,PI,Sudeste Piauiense,Picos,SÃO LUIS DO PIAUÍ,0.512108176689325,0.6529230526785975,0.3219872342958937,0.5614142430934836,Regular
221038,Nordeste,PI,Centro-Norte Piauiense,Valença do Piauí,SÃO MIGUEL DA BAIXA GRANDE,0.5883632084953487,0.7035719832487449,0.4725954937878157,0.5889221484494858,Regular
221039,Nordeste,PI,Sudoeste Piauiense,Floriano,SÃO MIGUEL DO FIDALGO,0.5364720606946829,0.682557295645531,0.267412636103854,0.6594462503346638,Regular
221040,Nordeste,PI,Centro-Norte Piauiense,Campo Maior,SÃO MIGUEL DO TAPUIO,0.6409092596872106,0.7407541967606714,0.4558536172432284,0.7261199650577321,Moderado
221050,Nordeste,PI,Centro-Norte Piauiense,Médio Parnaíba Piauiense,SÃO PEDRO DO PIAUÍ,0.5672699770919144,0.6993961298146276,0.2766838732138298,0.725729928247286,Regular
221060,Nordeste,PI,Sudoeste Piauiense,São Raimundo Nonato,SÃO RAIMUNDO NONATO,0.5683242431311847,0.6596570264469424,0.4807154246106641,0.5646002783359477,Regular
221062,Nordeste,PI,Sudoeste Piauiense,Chapadas do Extremo Sul Piauiense,SEBASTIÃO BARROS,0.3531603768880319,0.4539581486553566,0.2748889367074855,0.3306340453012536,Baixo
221063,Nordeste,PI,Sudoeste Piauiense,Bertolínia,SEBASTIÃO LEAL,0.6922214776316769,0.7087736082298446,0.5386761964443105,0.8292146282208755,Moderado
221065,Nordeste,PI,Centro-Norte Piauiense,Campo Maior,SIGEFREDO PACHECO,0.595325330701872,0.7588942881500427,0.2773406006208424,0.749741103334731,Regular
221070,Nordeste,PI,Sudeste Piauiense,Alto Médio Canindé,SIMÕES,0.6678980140403685,0.7639585187402046,0.3982466423611816,0.8414888810197194,Moderado
221080,Nordeste,PI,Sudeste Piauiense,Alto Médio Canindé,SIMPLÍCIO MENDES,0.6219211739409816,0.775526956283799,0.3907926194085646,0.6994439461305813,Moderado
221090,Nordeste,PI,Sudeste Piauiense,Alto Médio Canindé,SOCORRO DO PIAUÍ,0.0,0.6455153495741732,0.0,0.7968051950472773,Baixo
221093,Nordeste,PI,Sudeste Piauiense,Picos,SUSSUAPARA,0.593803241613652,0.6808876430104608,0.3909072684153214,0.709614813415174,Regular
221095,Nordeste,PI,Sudoeste Piauiense,São Raimundo Nonato,TAMBORIL DO PIAUÍ,0.6386829050063662,0.7405740389178928,0.4517538165563194,0.7237208595448865,Moderado
221097,Nordeste,PI,Sudeste Piauiense,Picos,TANQUE DO PIAUÍ,0.6413375293945349,0.7847541938123564,0.4953204062934307,0.6439379880778177,Moderado
221100,Nordeste,PI,Centro-Norte Piauiense,Teresina,TERESINA,0.8274577305542699,0.8632009579093551,0.7847164717989893,0.8344557619544652,Alto
221110,Nordeste,PI,Centro-Norte Piauiense,Teresina,UNIÃO,0.497516168752111,0.7199028479426961,0.293484274198075,0.479161384115562,Regular
221120,Nordeste,PI,Sudoeste Piauiense,Alto Parnaíba Piauiense,URUÇUÍ,0.5891307984002372,0.6497688395407977,0.5010167613447867,0.6166067943151272,Regular
221130,Nordeste,PI,Centro-Norte Piauiense,Valença do Piauí,VALENÇA DO PIAUÍ,0.6377733182644821,0.7685650598673313,0.4631876495106946,0.6815672454154208,Moderado
221135,Nordeste,PI,Sudoeste Piauiense,São Raimundo Nonato,VÁRZEA BRANCA,0.5610836447978808,0.6558075762849519,0.3719573270860849,0.6554860310226056,Regular
221140,Nordeste,PI,Centro-Norte Piauiense,Valença do Piauí,VÁRZEA GRANDE,0.0,0.7630817335064106,0.0,0.7236842304481897,Baixo
221150,Nordeste,PI,Sudeste Piauiense,Alto Médio Canindé,VERA MENDES,0.5657290566647348,0.6170810113519093,0.4313656613590244,0.6487404972832709,Regular
221160,Nordeste,PI,Sudeste Piauiense,Alto Médio Canindé,VILA NOVA DO PIAUÍ,0.6871277625484042,0.9486978609625669,0.2456474913572412,0.8670379353254046,Moderado
221170,Nordeste,PI,Sudeste Piauiense,Picos,WALL FERRAZ,0.5393950219912412,0.692312324929972,0.4411242809661639,0.4847484600775879,Regular
230010,Nordeste,CE,Sul Cearense,Brejo Santo,ABAIARA,0.6690581936520282,0.8421152068834207,0.4451049501981999,0.7199544238744642,Moderado
230015,Nordeste,CE,Norte Cearense,Baturité,ACARAPE,0.6409368313128532,0.7024982097338367,0.4202258712372839,0.800086412967439,Moderado
230020,Nordeste,CE,Noroeste Cearense,Litoral de Camocim e Acaraú,ACARAÚ,0.6181006865621443,0.7446084457687459,0.3798734397335075,0.7298201741841795,Moderado
230030,Nordeste,CE,Sertões Cearenses,Sertão de Senador Pompeu,ACOPIARA,0.6174086590614717,0.7471119476794501,0.4079179863780312,0.6971960431269338,Moderado
230040,Nordeste,CE,Sertões Cearenses,Sertão de Inhamuns,AIUABA,0.6764674727470057,0.7232702569243185,0.4067305566624828,0.8994016046542157,Moderado
230050,Nordeste,CE,Noroeste Cearense,Meruoca,ALCÂNTARAS,0.6696312023679423,0.8112340788867531,0.3416019898300093,0.8560575383870646,Moderado
230060,Nordeste,CE,Sul Cearense,Caririaçu,ALTANEIRA,0.6987039399940858,0.883425297978429,0.4493741962296552,0.7633123257741732,Moderado
230070,Nordeste,CE,Jaguaribe,Baixo Jaguaribe,ALTO SANTO,0.6893846249346548,0.6967075520309661,0.5181158596823701,0.8533304630906282,Moderado
230075,Nordeste,CE,Norte Cearense,Itapipoca,AMONTADA,0.6439859965448831,0.7048662400975015,0.4288403258321379,0.79825142370501,Moderado
230080,Nordeste,CE,Centro-Sul Cearense,Várzea Alegre,ANTONINA DO NORTE,0.7127521409917732,0.8422349303357708,0.4755773193489072,0.8204441732906417,Moderado
230090,Nordeste,CE,Norte Cearense,Médio Curu,APUIARÉS,0.6893824240837128,0.8335075414781297,0.4408347126370705,0.7938050181359384,Moderado
230100,Nordeste,CE,Metropolitana de Fortaleza,Fortaleza,AQUIRAZ,0.7181826580135862,0.8470866159870999,0.5666566917904038,0.740804666263255,Moderado
230110,Nordeste,CE,Jaguaribe,Litoral de Aracati,ARACATI,0.7239515724524757,0.7700905433447678,0.5051175473204141,0.8966466266922453,Moderado
230120,Nordeste,CE,Norte Cearense,Baturité,ARACOIABA,0.6790767476706835,0.7295960565586437,0.4552384550738446,0.8523957313795623,Moderado
230125,Nordeste,CE,Sertões Cearenses,Sertão de Cratéus,ARARENDÁ,0.6170440611751961,0.8413218540557743,0.3140486873278624,0.6957616421419515,Moderado
230130,Nordeste,CE,Sul Cearense,Chapada do Araripe,ARARIPE,0.6660370189581296,0.7955684809488649,0.4268182151367441,0.7757243607887799,Moderado
230140,Nordeste,CE,Norte Cearense,Baturité,ARATUBA,0.6801609218662693,0.8145477769859109,0.4266996097265892,0.799235378886308,Moderado
230150,Nordeste,CE,Sertões Cearenses,Sertão de Inhamuns,ARNEIROZ,0.7269397545512264,0.7981074611662847,0.4864958076142171,0.8962159948731775,Moderado
230160,Nordeste,CE,Sul Cearense,Chapada do Araripe,ASSARÉ,0.6499572659190169,0.7492454092748211,0.4058517131215638,0.7947746753606661,Moderado
230170,Nordeste,CE,Sul Cearense,Barro,AURORA,0.540541174233369,0.7239402449975206,0.2328789027980183,0.6648043749045683,Regular
230180,Nordeste,CE,Centro-Sul Cearense,Lavras da Mangabeira,BAIXIO,0.6510362602487743,0.732046174050748,0.4465782157154384,0.7744843909801364,Moderado
230185,Nordeste,CE,Sertões Cearenses,Sertão de Quixeramobim,BANABUIÚ,0.662324711914135,0.7376436188246144,0.4787972985482627,0.770533218369528,Moderado
230190,Nordeste,CE,Sul Cearense,Cariri,BARBALHA,0.7286603178419607,0.7853643176896927,0.5439424954688269,0.8566741403673627,Moderado
230195,Nordeste,CE,Norte Cearense,Chorozinho,BARREIRA,0.680197533499913,0.7959928360981031,0.4105914461874999,0.834008318214136,Moderado
230200,Nordeste,CE,Sul Cearense,Barro,BARRO,0.5664052654500951,0.722360803756658,0.2478461896114447,0.7290088029821825,Regular
230205,Nordeste,CE,Noroeste Cearense,Litoral de Camocim e Acaraú,BARROQUINHA,0.6498110336181944,0.8033947742362251,0.4694631132857542,0.6765752133326037,Moderado
230210,Nordeste,CE,Norte Cearense,Baturité,BATURITÉ,0.6746040013135393,0.7164526314924797,0.472780516989503,0.8345788554586353,Moderado
230220,Nordeste,CE,Norte Cearense,Cascavel,BEBERIBE,0.6661147924446414,0.7590929497842365,0.4850813176805811,0.7541701098691069,Moderado
230230,Nordeste,CE,Noroeste Cearense,Litoral de Camocim e Acaraú,BELA CRUZ,0.6164785539358768,0.7521758325301041,0.3794643483886081,0.7177954808889184,Moderado
230240,Nordeste,CE,Sertões Cearenses,Sertão de Quixeramobim,BOA VIAGEM,0.6419162480598912,0.6982681337200637,0.4402898783385361,0.7871907321210742,Moderado
230250,Nordeste,CE,Sul Cearense,Brejo Santo,BREJO SANTO,0.7184508712839405,0.8684134199134199,0.5899523018750195,0.6969868920633823,Moderado
230260,Nordeste,CE,Noroeste Cearense,Litoral de Camocim e Acaraú,CAMOCIM,0.6229289601946502,0.7389466621523113,0.4516550211857472,0.6781851972458921,Moderado
230270,Nordeste,CE,Sul Cearense,Chapada do Araripe,CAMPOS SALES,0.6078557391438033,0.7170152949350566,0.3171569972728171,0.7893949252235364,Moderado
230280,Nordeste,CE,Norte Cearense,Canindé,CANINDÉ,0.6746389939037105,0.7259937705315016,0.4876594838038227,0.8102637273758071,Moderado
230290,Nordeste,CE,Norte Cearense,Baturité,CAPISTRANO,0.6744070116539909,0.737896893187224,0.447812807141399,0.8375113346333495,Moderado
230300,Nordeste,CE,Norte Cearense,Canindé,CARIDADE,0.6423838963688293,0.6868364003601956,0.4184916260672071,0.8218236626790852,Moderado
230310,Nordeste,CE,Noroeste Cearense,Sobral,CARIRÉ,0.6008244069208203,0.797464284375318,0.246154831241136,0.7588541051460068,Moderado
230320,Nordeste,CE,Sul Cearense,Caririaçu,CARIRIAÇU,0.6791512139145013,0.7626220451280142,0.4856949117657161,0.7891366848497736,Moderado
230330,Nordeste,CE,Centro-Sul Cearense,Várzea Alegre,CARIÚS,0.6417878499174784,0.7486218487394959,0.4841842698674527,0.6925574311454866,Moderado
230340,Nordeste,CE,Noroeste Cearense,Ibiapaba,CARNAUBAL,0.688250863028148,0.7851697196864358,0.4548078349515091,0.8247750344464991,Moderado
230350,Nordeste,CE,Norte Cearense,Cascavel,CASCAVEL,0.6841819956763282,0.7520230243992214,0.3782963540687864,0.9222266085609772,Moderado
230360,Nordeste,CE,Sertões Cearenses,Sertão de Inhamuns,CATARINA,0.6653064294270534,0.7304558776530745,0.3915359016071379,0.873927509020948,Moderado
230365,Nordeste,CE,Noroeste Cearense,Santa Quitéria,CATUNDA,0.7010269919193348,0.9007352941176472,0.4844307979346041,0.7179148837057532,Moderado
230370,Nordeste,CE,Metropolitana de Fortaleza,Fortaleza,CAUCAIA,0.6389853858978152,0.7335892841448728,0.4335847023880849,0.7497821711604877,Moderado
230380,Nordeste,CE,Centro-Sul Cearense,Iguatu,CEDRO,0.5388315123654773,0.7114747642283746,0.2854856778698907,0.6195340949981669,Regular
230390,Nordeste,CE,Noroeste Cearense,Litoral de Camocim e Acaraú,CHAVAL,0.6792483507250867,0.7869396784391463,0.5057583951483158,0.7450469785877982,Moderado
230393,Nordeste,CE,Sertões Cearenses,Sertão de Quixeramobim,CHORÓ,0.6433084918151942,0.7519459401315384,0.4251633855132496,0.7528161498007947,Moderado
230395,Nordeste,CE,Norte Cearense,Chorozinho,CHOROZINHO,0.6208749768335161,0.7265587450143672,0.4343022699916624,0.7017639154945188,Moderado
230400,Nordeste,CE,Noroeste Cearense,Coreaú,COREAÚ,0.6576676316567036,0.8102524343070562,0.3571224587511984,0.8056280019118565,Moderado
230410,Nordeste,CE,Sertões Cearenses,Sertão de Cratéus,CRATEÚS,0.6688099322576981,0.7706999121735963,0.3990011190151902,0.8367287655843081,Moderado
230420,Nordeste,CE,Sul Cearense,Cariri,CRATO,0.7021899641252067,0.7788482827838897,0.5477834652336946,0.7799381443580358,Moderado
230423,Nordeste,CE,Noroeste Cearense,Ibiapaba,CROATÁ,0.680591740020549,0.7751023480610608,0.3441269668913341,0.9225459051092522,Moderado
230425,Nordeste,CE,Noroeste Cearense,Litoral de Camocim e Acaraú,CRUZ,0.6408130180192564,0.8426735107141093,0.3614083504759761,0.718357192867684,Moderado
230426,Nordeste,CE,Sertões Cearenses,Sertão de Senador Pompeu,DEPUTADO IRAPUAN PINHEIRO,0.6852939764589561,0.7980209021661763,0.3826478902232844,0.8752131369874074,Moderado
230427,Nordeste,CE,Jaguaribe,Serra do Pereiro,ERERÊ,0.5920979288459978,0.7268450867679412,0.2798435330188513,0.7696051667512009,Regular
230428,Nordeste,CE,Metropolitana de Fortaleza,Fortaleza,EUSÉBIO,0.8466742706919473,0.9549046560437437,0.6629191490688207,0.922199006963278,Alto
230430,Nordeste,CE,Sul Cearense,Caririaçu,FARIAS BRITO,0.6847189530524935,0.8322115602997957,0.3260337315038701,0.8959115673538147,Moderado
230435,Nordeste,CE,Noroeste Cearense,Sobral,FORQUILHA,0.6977158822086349,0.8080839187310962,0.4675285513067868,0.8175351765880219,Moderado
230440,Nordeste,CE,Metropolitana de Fortaleza,Fortaleza,FORTALEZA,0.7449435360122154,0.7588246159159086,0.7254130755542327,0.7505929165665048,Moderado
230445,Nordeste,CE,Jaguaribe,Litoral de Aracati,FORTIM,0.6893056301265739,0.7721446386085815,0.4150114913699032,0.8807607604012369,Moderado
230450,Nordeste,CE,Noroeste Cearense,Coreaú,FRECHEIRINHA,0.7955760715280984,0.8617999215850927,0.639927266351384,0.8850010266478188,Moderado
230460,Nordeste,CE,Norte Cearense,Médio Curu,GENERAL SAMPAIO,0.6271033996947306,0.7921303689792749,0.2623338244430777,0.8268460056618395,Moderado
230465,Nordeste,CE,Noroeste Cearense,Sobral,GRAÇA,0.6876859989706268,0.8855980950299459,0.3152759601976989,0.8621839416842354,Moderado
230470,Nordeste,CE,Noroeste Cearense,Litoral de Camocim e Acaraú,GRANJA,0.6521342687121415,0.8072275299381497,0.3464743885376179,0.8027008876606571,Moderado
230480,Nordeste,CE,Sul Cearense,Caririaçu,GRANJEIRO,0.0,0.7938069773363892,0.0,0.7371925206729514,Baixo
230490,Nordeste,CE,Noroeste Cearense,Sobral,GROAÍRAS,0.6947506327312719,0.8576534179491658,0.3933657814574895,0.8332326987871604,Moderado
230495,Nordeste,CE,Metropolitana de Fortaleza,Fortaleza,GUAIÚBA,0.6572564487927953,0.7419105369813889,0.4123904711524483,0.817468338244549,Moderado
230500,Nordeste,CE,Noroeste Cearense,Ibiapaba,GUARACIABA DO NORTE,0.7237486174473856,0.7904128687960061,0.4669300844458031,0.9139028991003477,Moderado
230510,Nordeste,CE,Norte Cearense,Baturité,GUARAMIRANGA,0.6962311128324548,0.8487352941176471,0.4261030488704657,0.8138549955092518,Moderado
230520,Nordeste,CE,Noroeste Cearense,Santa Quitéria,HIDROLÂNDIA,0.6317817155845076,0.7771963139528149,0.3931728706159067,0.7249759621848011,Moderado
230523,Nordeste,CE,Metropolitana de Fortaleza,Pacajus,HORIZONTE,0.7982773488677898,0.8163694044294464,0.6832364544910439,0.8952261876828793,Moderado
230526,Nordeste,CE,Sertões Cearenses,Sertão de Quixeramobim,IBARETAMA,0.5959533699147124,0.6849892950577894,0.4695102104877864,0.6333606041985612,Regular
230530,Nordeste,CE,Noroeste Cearense,Ibiapaba,IBIAPINA,0.6738557157993863,0.7560872634768194,0.4195395857438092,0.8459402981775304,Moderado
230533,Nordeste,CE,Jaguaribe,Baixo Jaguaribe,IBICUITINGA,0.6831654256518904,0.7775135346173867,0.3956784749437796,0.8763042673945052,Moderado
230535,Nordeste,CE,Jaguaribe,Litoral de Aracati,ICAPUÍ,0.7677582168733019,0.6840671857079024,0.7434746500540657,0.875732814857938,Moderado
230540,Nordeste,CE,Centro-Sul Cearense,Iguatu,ICÓ,0.6607537293381103,0.6825617002191569,0.4766771054880066,0.8230223823071675,Moderado
230550,Nordeste,CE,Centro-Sul Cearense,Iguatu,IGUATU,0.7504839068276421,0.7559292553629855,0.5530067646822674,0.9425157004376733,Moderado
230560,Nordeste,CE,Sertões Cearenses,Sertão de Cratéus,INDEPENDÊNCIA,0.6178779807826222,0.7906470763548813,0.2718939203663132,0.7910929456266725,Moderado
230565,Nordeste,CE,Sertões Cearenses,Sertão de Cratéus,IPAPORANGA,0.5892594953721,0.829069878041961,0.2509773753167677,0.6877312327575712,Regular
230570,Nordeste,CE,Centro-Sul Cearense,Lavras da Mangabeira,IPAUMIRIM,0.5640950465100262,0.6356204805496929,0.4668437099009273,0.5898209490794585,Regular
230580,Nordeste,CE,Noroeste Cearense,Ipu,IPU,0.6717822725673306,0.7253067138573768,0.3899277032809337,0.9001124005636812,Moderado
230590,Nordeste,CE,Noroeste Cearense,Ipu,IPUEIRAS,0.611761077942603,0.6969535268652916,0.4390143790190966,0.699315327943421,Moderado
230600,Nordeste,CE,Jaguaribe,Serra do Pereiro,IRACEMA,0.6955950343292137,0.7891893774458937,0.4226152237457457,0.8749805017960017,Moderado
230610,Nordeste,CE,Noroeste Cearense,Sobral,IRAUÇUBA,0.6657300351111214,0.7808438838461236,0.372435773424178,0.8439104480630626,Moderado
230620,Nordeste,CE,Jaguaribe,Litoral de Aracati,ITAIÇABA,0.6827207799229166,0.8251268437444909,0.2579736847770235,0.9650618112472354,Moderado
230625,Nordeste,CE,Metropolitana de Fortaleza,Fortaleza,ITAITINGA,0.6315689418050141,0.7752014495399816,0.3042635349654674,0.8152418409095936,Moderado
230640,Nordeste,CE,Norte Cearense,Itapipoca,ITAPIPOCA,0.7243226811762324,0.7854027137912786,0.5209346525646517,0.8666306771727673,Moderado
230650,Nordeste,CE,Norte Cearense,Baturité,ITAPIÚNA,0.5152754684992995,0.6769724816367899,0.1955729769618377,0.6732809468992708,Regular
230655,Nordeste,CE,Noroeste Cearense,Litoral de Camocim e Acaraú,ITAREMA,0.6806891267226397,0.8319419222546407,0.3453298540928975,0.864795603820381,Moderado
230660,Nordeste,CE,Norte Cearense,Canindé,ITATIRA,0.619559800776095,0.7273052152158572,0.264172653579947,0.8672015335324808,Moderado
230670,Nordeste,CE,Jaguaribe,Médio Jaguaribe,JAGUARETAMA,0.662134569174076,0.7603476732746729,0.4660795772675279,0.7599764569800272,Moderado
230680,Nordeste,CE,Jaguaribe,Médio Jaguaribe,JAGUARIBARA,0.6781200235692845,0.7965971956350107,0.4391871884549082,0.7985756866179348,Moderado
230690,Nordeste,CE,Jaguaribe,Médio Jaguaribe,JAGUARIBE,0.7117978293708067,0.7733770798136487,0.4419345102392022,0.9200818980595697,Moderado
230700,Nordeste,CE,Jaguaribe,Baixo Jaguaribe,JAGUARUANA,0.6601876753127428,0.799290845405804,0.2870225348981633,0.8942496456342613,Moderado
230710,Nordeste,CE,Sul Cearense,Cariri,JARDIM,0.6432139197012379,0.771089870530197,0.4328750786707206,0.7256768099027964,Moderado
230720,Nordeste,CE,Sul Cearense,Brejo Santo,JATI,0.705199396540091,0.868692839886671,0.4627044431050713,0.7842009066285307,Moderado
230725,Nordeste,CE,Noroeste Cearense,Litoral de Camocim e Acaraú,JIJOCA DE JERICOACOARA,0.797478362650508,0.852655168454417,0.6509278366721152,0.8888520828249921,Moderado
230730,Nordeste,CE,Sul Cearense,Cariri,JUAZEIRO DO NORTE,0.7392779948231625,0.7647596904324221,0.6362395826912776,0.8168347113457878,Moderado
230740,Nordeste,CE,Centro-Sul Cearense,Várzea Alegre,JUCÁS,0.6685807752105123,0.7789807155876106,0.4067373336045844,0.8200242764393422,Moderado
230750,Nordeste,CE,Centro-Sul Cearense,Lavras da Mangabeira,LAVRAS DA MANGABEIRA,0.6566424303491445,0.709224050752582,0.4228507092263341,0.8378525310685175,Moderado
