Código,Região,UF,nome_meso,nome_micro,Município,IFDM,Educação,Emprego e Renda,Saúde,desenvolvimento
311080,Sudeste,MG,Vale do Rio Doce,Governador Valadares,CAMPANÁRIO,0.6780717417060806,0.7945833008528087,0.502786746430445,0.7368451778349882,Moderado
311090,Sudeste,MG,Sul/Sudoeste de Minas,Varginha,CAMPANHA,0.6350913549558713,0.8181220435847542,0.5056773652043542,0.5814746560785057,Moderado
311100,Sudeste,MG,Sul/Sudoeste de Minas,Poços de Caldas,CAMPESTRE,0.6943401962426213,0.8022551687805315,0.4312918720004653,0.8494735479468674,Moderado
311110,Sudeste,MG,Triângulo Mineiro/Alto Paranaíba,Frutal,CAMPINA VERDE,0.6887948168490894,0.8331893422576908,0.4494835179745835,0.783711590314994,Moderado
311115,Sudeste,MG,Norte de Minas,Montes Claros,CAMPO AZUL,0.6667543087112926,0.8361156377207656,0.4259481837847442,0.7381991046283681,Moderado
311120,Sudeste,MG,Oeste de Minas,Campo Belo,CAMPO BELO,0.7249113010197199,0.8689901845035536,0.4193537065958156,0.8863900119597904,Moderado
311130,Sudeste,MG,Sul/Sudoeste de Minas,Varginha,CAMPO DO MEIO,0.699838589303533,0.8614212758789788,0.4524516848662301,0.7856428071653905,Moderado
311140,Sudeste,MG,Triângulo Mineiro/Alto Paranaíba,Uberaba,CAMPO FLORIDO,0.686138398897597,0.727090665552371,0.530807445434317,0.8005170857061031,Moderado
311150,Sudeste,MG,Triângulo Mineiro/Alto Paranaíba,Araxá,CAMPOS ALTOS,0.6240662041567342,0.8475464984356209,0.4369463221382092,0.5877057918963725,Moderado
311160,Sudeste,MG,Sul/Sudoeste de Minas,Varginha,CAMPOS GERAIS,0.748128161505808,0.8401757634737597,0.5779640195871256,0.8262447014565389,Moderado
311170,Sudeste,MG,Zona da Mata,Viçosa,CANAÃ,0.7296031689444888,0.8377226498991205,0.4054974108617611,0.9455894460725851,Moderado
311180,Sudeste,MG,Triângulo Mineiro/Alto Paranaíba,Uberlândia,CANÁPOLIS,0.679458693166836,0.835655192364275,0.5449721573037172,0.6577487298325162,Moderado
311190,Sudeste,MG,Oeste de Minas,Campo Belo,CANA VERDE,0.7031635352335722,0.7878011997948059,0.4108552421252379,0.910834163780673,Moderado
311200,Sudeste,MG,Oeste de Minas,Campo Belo,CANDEIAS,0.7060874603464513,0.8386062033836091,0.4583474899578132,0.8213086876979316,Moderado
311205,Sudeste,MG,Vale do Rio Doce,Peçanha,CANTAGALO,0.6206805919839358,0.7362068808824506,0.4987583625736147,0.627076532495742,Moderado
311210,Sudeste,MG,Zona da Mata,Manhuaçu,CAPARAÓ,0.6074569614191498,0.7821618652582671,0.3230627714655249,0.7171462475336576,Moderado
311220,Sudeste,MG,Campo das Vertentes,Barbacena,CAPELA NOVA,0.6345777452479824,0.7739334273400218,0.3641112088136179,0.7656885995903077,Moderado
311230,Sudeste,MG,Jequitinhonha,Capelinha,CAPELINHA,0.662449961203206,0.8481236594901812,0.4477326150669463,0.6914936090524905,Moderado
311240,Sudeste,MG,Sul/Sudoeste de Minas,Passos,CAPETINGA,0.661571435217351,0.747278639460879,0.4795847189891501,0.7578509472020241,Moderado
311250,Sudeste,MG,Metropolitana de Belo Horizonte,Sete Lagoas,CAPIM BRANCO,0.6800900592613159,0.8081217219398047,0.4368000661057958,0.7953483897383478,Moderado
311260,Sudeste,MG,Triângulo Mineiro/Alto Paranaíba,Ituiutaba,CAPINÓPOLIS,0.7107475327973134,0.8021624376887186,0.4981701131529986,0.8319100475502231,Moderado
311265,Sudeste,MG,Vale do Rio Doce,Governador Valadares,CAPITÃO ANDRADE,0.6423084710901943,0.8137688272583422,0.3405296608886882,0.7726269251235526,Moderado
311270,Sudeste,MG,Norte de Minas,Montes Claros,CAPITÃO ENÉAS,0.620582562918838,0.7542671225547171,0.4414277953814264,0.6660527708203705,Moderado
311280,Sudeste,MG,Sul/Sudoeste de Minas,Passos,CAPITÓLIO,0.7127151926550375,0.8672422785297935,0.4753936718892062,0.7955096275461129,Moderado
311290,Sudeste,MG,Zona da Mata,Manhuaçu,CAPUTIRA,0.6333703545821188,0.7546054192720859,0.3949512027349111,0.7505544417393593,Moderado
311300,Sudeste,MG,Jequitinhonha,Araçuaí,CARAÍ,0.5159265645006942,0.7084476678898086,0.2548324833018766,0.5844995423103975,Regular
311310,Sudeste,MG,Campo das Vertentes,Barbacena,CARANAÍBA,0.5952729586211759,0.7597626497407474,0.3397725986877762,0.6862836274350043,Regular
311320,Sudeste,MG,Campo das Vertentes,Barbacena,CARANDAÍ,0.6765273644442845,0.8526914121098677,0.4786813685585984,0.6982093126643876,Moderado
311330,Sudeste,MG,Zona da Mata,Muriaé,CARANGOLA,0.65198290628051,0.797753096775628,0.4288367584676124,0.7293588635982897,Moderado
311340,Sudeste,MG,Vale do Rio Doce,Caratinga,CARATINGA,0.7432761800717134,0.8298891456032531,0.555068132376765,0.844871262235122,Moderado
311350,Sudeste,MG,Jequitinhonha,Capelinha,CARBONITA,0.0,0.7756154978930091,0.0,0.7765553835188745,Baixo
311360,Sudeste,MG,Sul/Sudoeste de Minas,Santa Rita do Sapucaí,CAREAÇU,0.6214585501665645,0.7763428142875776,0.4282546142236016,0.6597782219885144,Moderado
311370,Sudeste,MG,Vale do Mucuri,Nanuque,CARLOS CHAGAS,0.5937314780241598,0.7708080339914786,0.4589686759549912,0.5514177241260096,Regular
311380,Sudeste,MG,Vale do Rio Doce,Guanhães,CARMÉSIA,0.6389432523517236,0.7400999304378071,0.3833636161859392,0.7933662104314246,Moderado
311390,Sudeste,MG,Sul/Sudoeste de Minas,Varginha,CARMO DA CACHOEIRA,0.6530869475921722,0.7971775358030537,0.4714876091877604,0.6905956977857026,Moderado
311400,Sudeste,MG,Oeste de Minas,Oliveira,CARMO DA MATA,0.7158214198281175,0.8452084693598244,0.4554478353275666,0.8468079547969617,Moderado
311410,Sudeste,MG,Sul/Sudoeste de Minas,São Lourenço,CARMO DE MINAS,0.6760057036457312,0.7597490730216698,0.5021788914342576,0.7660891464812662,Moderado
311420,Sudeste,MG,Oeste de Minas,Divinópolis,CARMO DO CAJURU,0.7234188448794661,0.8606236878188598,0.4487939240511774,0.860838922768361,Moderado
311430,Sudeste,MG,Triângulo Mineiro/Alto Paranaíba,Patos de Minas,CARMO DO PARANAÍBA,0.7967020471476793,0.8758856303104171,0.5847060174101224,0.9295144937224983,Moderado
311440,Sudeste,MG,Sul/Sudoeste de Minas,Alfenas,CARMO DO RIO CLARO,0.7383084270690099,0.8428996529376349,0.4766241644214366,0.895401463847958,Moderado
311450,Sudeste,MG,Oeste de Minas,Oliveira,CARMÓPOLIS DE MINAS,0.6903579990406509,0.8249008758432951,0.474207999839149,0.7719651214395088,Moderado
311455,Sudeste,MG,Triângulo Mineiro/Alto Paranaíba,Frutal,CARNEIRINHO,0.592910628544018,0.8285640059838649,0.3602724339409975,0.5898954457071914,Regular
311460,Sudeste,MG,Campo das Vertentes,Lavras,CARRANCAS,0.6107402338951948,0.7684631486656803,0.4533232731847454,0.6104342798351589,Moderado
311470,Sudeste,MG,Sul/Sudoeste de Minas,Alfenas,CARVALHÓPOLIS,0.7716337783887639,0.8827148652564474,0.5078155586920714,0.924370911217773,Moderado
311480,Sudeste,MG,Sul/Sudoeste de Minas,Andrelândia,CARVALHOS,0.6784869249738723,0.8025741231853959,0.4542779063337102,0.778608745402511,Moderado
311490,Sudeste,MG,Metropolitana de Belo Horizonte,Conselheiro Lafaiete,CASA GRANDE,0.6619293810615879,0.7800924369747899,0.5610433046628118,0.6446524015471621,Moderado
311500,Sudeste,MG,Triângulo Mineiro/Alto Paranaíba,Uberlândia,CASCALHO RICO,0.6788280600867336,0.8388060310543971,0.3978697726961582,0.7998083765096453,Moderado
311510,Sudeste,MG,Sul/Sudoeste de Minas,Passos,CÁSSIA,0.6463401322545294,0.8644913918629228,0.4528634564992756,0.6216655484013898,Moderado
311520,Sudeste,MG,Campo das Vertentes,São João Del Rei,CONCEIÇÃO DA BARRA DE MINAS,0.6716902528042836,0.8139611033025309,0.3205165035903219,0.8805931515199984,Moderado
311530,Sudeste,MG,Zona da Mata,Cataguases,CATAGUASES,0.760318362939503,0.8521624649859945,0.5732578816309184,0.855534742201596,Moderado
311535,Sudeste,MG,Metropolitana de Belo Horizonte,Itabira,CATAS ALTAS,0.6548316431355385,0.8007987670968326,0.3586759048344607,0.8050202574753225,Moderado
311540,Sudeste,MG,Metropolitana de Belo Horizonte,Conselheiro Lafaiete,CATAS ALTAS DA NORUEGA,0.5651465645634172,0.78877512631847,0.312378524296099,0.5942860430756827,Regular
311545,Sudeste,MG,Vale do Mucuri,Teófilo Otoni,CATUJI,0.5841828924701314,0.7479201293086741,0.4569558843169457,0.5476726637847745,Regular
311547,Sudeste,MG,Norte de Minas,Janaúba,CATUTI,0.6511128153926684,0.8415161757010498,0.2947224214750077,0.8170998490019479,Moderado
311550,Sudeste,MG,Sul/Sudoeste de Minas,São Lourenço,CAXAMBU,0.7324868304852881,0.8619010095319658,0.4630703380086969,0.8724891439152016,Moderado
311560,Sudeste,MG,Central Mineira,Três Marias,CEDRO DO ABAETÉ,0.6588726048573237,0.9067638146167558,0.3041790989105071,0.7656749010447084,Moderado
311570,Sudeste,MG,Vale do Rio Doce,Mantena,CENTRAL DE MINAS,0.6571978234615964,0.821508600932536,0.3524964503290731,0.7975884191231803,Moderado
311580,Sudeste,MG,Triângulo Mineiro/Alto Paranaíba,Uberlândia,CENTRALINA,0.703433558736895,0.7878678749497163,0.4313181442642835,0.8911146569966852,Moderado
311590,Sudeste,MG,Zona da Mata,Juiz de Fora,CHÁCARA,0.6912977323761607,0.8162321544002216,0.3819918569912727,0.8756691857369878,Moderado
311600,Sudeste,MG,Zona da Mata,Manhuaçu,CHALÉ,0.697420874520287,0.8348349335279769,0.4403080171768742,0.8171196728560098,Moderado
311610,Sudeste,MG,Jequitinhonha,Capelinha,CHAPADA DO NORTE,0.5626866605240538,0.7484341870719579,0.462576907773215,0.4770488867269885,Regular
311615,Sudeste,MG,Norte de Minas,Januária,CHAPADA GAÚCHA,0.5700299021811353,0.7872902704574309,0.296919441549828,0.625879994536147,Regular
311620,Sudeste,MG,Zona da Mata,Juiz de Fora,CHIADOR,0.6603571047174277,0.7010227680815917,0.4478064154740775,0.8322421305966141,Moderado
311630,Sudeste,MG,Zona da Mata,Viçosa,CIPOTÂNEA,0.5714387467939563,0.7361078982838068,0.2129618598050381,0.7652464822930242,Regular
311640,Sudeste,MG,Sul/Sudoeste de Minas,Passos,CLARAVAL,0.6841173720260019,0.8030877604766804,0.4868160422323671,0.7624483133689586,Moderado
311650,Sudeste,MG,Norte de Minas,Montes Claros,CLARO DOS POÇÕES,0.692080186563098,0.8145826330532213,0.3881461922968469,0.8735117343392259,Moderado
311660,Sudeste,MG,Oeste de Minas,Divinópolis,CLÁUDIO,0.7726538924499966,0.8633424063712888,0.5825379907918447,0.8720812801868567,Moderado
311670,Sudeste,MG,Zona da Mata,Viçosa,COIMBRA,0.7411805782596077,0.8505080213903742,0.5361065094774031,0.836927203911046,Moderado
311680,Sudeste,MG,Vale do Rio Doce,Guanhães,COLUNA,0.5837073527144905,0.7619969424389472,0.4130954775179961,0.5760296381865284,Regular
311690,Sudeste,MG,Triângulo Mineiro/Alto Paranaíba,Frutal,COMENDADOR GOMES,0.7371393840389782,0.8248146492639609,0.5030722547253877,0.8835312481275859,Moderado
311700,Sudeste,MG,Jequitinhonha,Pedra Azul,COMERCINHO,0.5877322462763636,0.7566081081081082,0.3132120316900959,0.6933765990308867,Regular
311710,Sudeste,MG,Sul/Sudoeste de Minas,Alfenas,CONCEIÇÃO DA APARECIDA,0.7011063849756198,0.8702194793922109,0.4065720077110504,0.8265276678235984,Moderado
311720,Sudeste,MG,Sul/Sudoeste de Minas,Santa Rita do Sapucaí,CONCEIÇÃO DAS PEDRAS,0.6780500445673243,0.7783352431881843,0.3405321687746452,0.9152827217391435,Moderado
311730,Sudeste,MG,Triângulo Mineiro/Alto Paranaíba,Uberaba,CONCEIÇÃO DAS ALAGOAS,0.7248180168649613,0.8331673440760441,0.4593384801967664,0.8819482263220735,Moderado
311740,Sudeste,MG,Vale do Rio Doce,Aimorés,CONCEIÇÃO DE IPANEMA,0.6092946901979113,0.8407175961293609,0.2925911964284349,0.6945752780359382,Moderado
311750,Sudeste,MG,Metropolitana de Belo Horizonte,Conceição do Mato Dentro,CONCEIÇÃO DO MATO DENTRO,0.643899012180054,0.7679626967670186,0.3985303545708907,0.7652039852022529,Moderado
311760,Sudeste,MG,Oeste de Minas,Divinópolis,CONCEIÇÃO DO PARÁ,0.7421242265669037,0.8053113846937376,0.6180659227021947,0.8029953723047787,Moderado
311770,Sudeste,MG,Sul/Sudoeste de Minas,São Lourenço,CONCEIÇÃO DO RIO VERDE,0.7404946575789804,0.8249066391180643,0.5603393315344055,0.8362380020844713,Moderado
311780,Sudeste,MG,Sul/Sudoeste de Minas,Santa Rita do Sapucaí,CONCEIÇÃO DOS OUROS,0.7304319342419645,0.8358896908456634,0.4950899325349442,0.8603161793452859,Moderado
311783,Sudeste,MG,Norte de Minas,Januária,CÔNEGO MARINHO,0.6210467159840013,0.7494004231063055,0.4292035044934345,0.684536220352264,Moderado
311787,Sudeste,MG,Metropolitana de Belo Horizonte,Belo Horizonte,CONFINS,0.8052142684576388,0.8975490196078431,0.6705441344900164,0.8475496512750571,Alto
311790,Sudeste,MG,Sul/Sudoeste de Minas,Pouso Alegre,CONGONHAL,0.7075915865240264,0.8595350140056022,0.415687390776907,0.8475523547895704,Moderado
311800,Sudeste,MG,Metropolitana de Belo Horizonte,Conselheiro Lafaiete,CONGONHAS,0.7719297012382764,0.848504195238353,0.5968218242693795,0.8704630842070973,Moderado
311810,Sudeste,MG,Metropolitana de Belo Horizonte,Conceição do Mato Dentro,CONGONHAS DO NORTE,0.6260128724649998,0.7229438151436123,0.3804256715889144,0.7746691306624727,Moderado
311820,Sudeste,MG,Triângulo Mineiro/Alto Paranaíba,Uberaba,CONQUISTA,0.6229087288720085,0.7184443637594898,0.4292637222660767,0.721018100590459,Moderado
311830,Sudeste,MG,Metropolitana de Belo Horizonte,Conselheiro Lafaiete,CONSELHEIRO LAFAIETE,0.6854136126093405,0.832556773835613,0.5141902911687133,0.7094937728236954,Moderado
311840,Sudeste,MG,Vale do Rio Doce,Aimorés,CONSELHEIRO PENA,0.7005151001476924,0.77860979839434,0.4533713433158497,0.8695641587328874,Moderado
311850,Sudeste,MG,Sul/Sudoeste de Minas,Itajubá,CONSOLAÇÃO,0.717181446991749,0.8986338031275503,0.3738721861651441,0.8790383516825531,Moderado
311860,Sudeste,MG,Metropolitana de Belo Horizonte,Belo Horizonte,CONTAGEM,0.7621064237479929,0.7976797723176036,0.6233272930672694,0.8653122058591056,Moderado
311870,Sudeste,MG,Sul/Sudoeste de Minas,Varginha,COQUEIRAL,0.7292212639731098,0.8013136163556331,0.4789803110990011,0.9073698644646954,Moderado
311880,Sudeste,MG,Norte de Minas,Montes Claros,CORAÇÃO DE JESUS,0.6331247444405139,0.8071018305627337,0.4388038041098005,0.653468598649008,Moderado
311890,Sudeste,MG,Metropolitana de Belo Horizonte,Sete Lagoas,CORDISBURGO,0.6363921135247077,0.7955326409633621,0.4083035145844686,0.7053401850262928,Moderado
311900,Sudeste,MG,Sul/Sudoeste de Minas,Santa Rita do Sapucaí,CORDISLÂNDIA,0.6005089043079221,0.7761132762826954,0.4244267181842729,0.6009867184567983,Moderado
311910,Sudeste,MG,Central Mineira,Curvelo,CORINTO,0.6935253321566909,0.7996872391483558,0.5004184053527017,0.7804703519690153,Moderado
311920,Sudeste,MG,Vale do Rio Doce,Governador Valadares,COROACI,0.6328222173244629,0.7748715470165775,0.2935707503368235,0.8300243546199877,Moderado
311930,Sudeste,MG,Triângulo Mineiro/Alto Paranaíba,Patrocínio,COROMANDEL,0.7999443627028447,0.881180840174298,0.5703180736463107,0.9483341742879257,Moderado
311940,Sudeste,MG,Vale do Rio Doce,Ipatinga,CORONEL FABRICIANO,0.7738629102517961,0.9214950166112957,0.5147150544603178,0.8853786596837748,Moderado
311950,Sudeste,MG,Jequitinhonha,Araçuaí,CORONEL MURTA,0.6359557638283317,0.8314485899623006,0.4394945134181953,0.6369241881044997,Moderado
311960,Sudeste,MG,Zona da Mata,Juiz de Fora,CORONEL PACHECO,0.6551002511237913,0.7996910793025344,0.3032206974728753,0.8623889765959647,Moderado
311970,Sudeste,MG,Campo das Vertentes,São João Del Rei,CORONEL XAVIER CHAVES,0.6717210777417315,0.8202777290020487,0.3235968471275176,0.8712886570956286,Moderado
311980,Sudeste,MG,Oeste de Minas,Piuí,CÓRREGO DANTA,0.7554159672575724,0.7948834965702547,0.6725832358625217,0.7987811693399413,Moderado
311990,Sudeste,MG,Sul/Sudoeste de Minas,Pouso Alegre,CÓRREGO DO BOM JESUS,0.6691598659412881,0.854369353375153,0.2548821328162726,0.8982281116324389,Moderado
311995,Sudeste,MG,Oeste de Minas,Formiga,CÓRREGO FUNDO,0.7526227677557331,0.8870611429081883,0.4893325486545316,0.8814746117044796,Moderado
312000,Sudeste,MG,Vale do Rio Doce,Caratinga,CÓRREGO NOVO,0.7249716170298923,0.8050144587649332,0.4600387127993925,0.9098616795253516,Moderado
312010,Sudeste,MG,Jequitinhonha,Diamantina,COUTO DE MAGALHÃES DE MINAS,0.6888942189230397,0.829129341378277,0.3966158381673131,0.8409374772235291,Moderado
312015,Sudeste,MG,Vale do Mucuri,Nanuque,CRISÓLITA,0.5035257070004538,0.7200836425910304,0.3328034720573622,0.4576900063529689,Regular
312020,Sudeste,MG,Oeste de Minas,Campo Belo,CRISTAIS,0.7486840700551275,0.8201725355500393,0.5363295329086553,0.8895501417066879,Moderado
312030,Sudeste,MG,Norte de Minas,Grão Mogol,CRISTÁLIA,0.6348897038107586,0.7712060810661627,0.4254206349245039,0.7080423954416095,Moderado
312040,Sudeste,MG,Metropolitana de Belo Horizonte,Conselheiro Lafaiete,CRISTIANO OTONI,0.650365250114286,0.7850026854778609,0.466050062409835,0.7000430024551622,Moderado
312050,Sudeste,MG,Sul/Sudoeste de Minas,Itajubá,CRISTINA,0.6835894031252392,0.885690502369172,0.4155576354656261,0.7495200715409198,Moderado
312060,Sudeste,MG,Metropolitana de Belo Horizonte,Itaguara,CRUCILÂNDIA,0.6574808635066305,0.816513440204578,0.402061583037299,0.7538675672780144,Moderado
312070,Sudeste,MG,Triângulo Mineiro/Alto Paranaíba,Patrocínio,CRUZEIRO DA FORTALEZA,0.8183580190756181,0.8959557114184257,0.6047074894192264,0.9544108563892026,Alto
312080,Sudeste,MG,Sul/Sudoeste de Minas,Andrelândia,CRUZÍLIA,0.732376258383201,0.8730389285908269,0.5632892357079313,0.7608006108508447,Moderado
312083,Sudeste,MG,Vale do Rio Doce,Aimorés,CUPARAQUE,0.6727938683663297,0.7638373213412599,0.3714249290842475,0.8831193546734817,Moderado
312087,Sudeste,MG,Norte de Minas,Salinas,CURRAL DE DENTRO,0.6923632289363336,0.7740340201425062,0.4806003011271779,0.822455365539317,Moderado
312090,Sudeste,MG,Central Mineira,Curvelo,CURVELO,0.7089921632598571,0.829829754001048,0.5119719862490009,0.7851747495295228,Moderado
312100,Sudeste,MG,Jequitinhonha,Diamantina,DATAS,0.681825936725987,0.8556685686620327,0.3089786843386501,0.8808305571772784,Moderado
312110,Sudeste,MG,Sul/Sudoeste de Minas,Itajubá,DELFIM MOREIRA,0.6674586944951335,0.8172057125880654,0.3275396763557253,0.8576306945416098,Moderado
312120,Sudeste,MG,Sul/Sudoeste de Minas,Passos,DELFINÓPOLIS,0.7643865681856479,0.8633502192396393,0.6247426508673776,0.8050668344499269,Moderado
312125,Sudeste,MG,Triângulo Mineiro/Alto Paranaíba,Uberaba,DELTA,0.6919033832007663,0.76805857548744,0.50094844121533,0.8067031328995289,Moderado
312130,Sudeste,MG,Zona da Mata,Juiz de Fora,DESCOBERTO,0.7054919715172377,0.8635123231636322,0.5274632072454203,0.7255003841426608,Moderado
312140,Sudeste,MG,Metropolitana de Belo Horizonte,Conselheiro Lafaiete,DESTERRO DE ENTRE RIOS,0.7257882080210737,0.7813530882708813,0.4852334467974386,0.9107780889949013,Moderado
312150,Sudeste,MG,Campo das Vertentes,Barbacena,DESTERRO DO MELO,0.6741702822066168,0.8522171292759528,0.2694115572837257,0.900882160060172,Moderado
312160,Sudeste,MG,Jequitinhonha,Diamantina,DIAMANTINA,0.7167183639967976,0.8408881470642035,0.5612044974217792,0.7480624475044101,Moderado
312170,Sudeste,MG,Metropolitana de Belo Horizonte,Ouro Preto,DIOGO DE VASCONCELOS,0.6164601980669139,0.7580246620387285,0.2909704104626369,0.8003855216993763,Moderado
312180,Sudeste,MG,Metropolitana de Belo Horizonte,Itabira,DIONÍSIO,0.627951320752357,0.7802285680303317,0.3917767385235836,0.7118486557031558,Moderado
312190,Sudeste,MG,Zona da Mata,Ubá,DIVINÉSIA,0.7142661989974168,0.8992112589030747,0.4338658518476681,0.8097214862415076,Moderado
312200,Sudeste,MG,Zona da Mata,Muriaé,DIVINO,0.6334960069164617,0.7216738335926336,0.3620108053355016,0.8168033818212501,Moderado
312210,Sudeste,MG,Vale do Rio Doce,Governador Valadares,DIVINO DAS LARANJEIRAS,0.6011421566413276,0.8205839701035544,0.4794421058021215,0.5034003940183072,Moderado
312220,Sudeste,MG,Vale do Rio Doce,Guanhães,DIVINOLÂNDIA DE MINAS,0.5814867506643382,0.7969781022313946,0.261955199499015,0.6855269502626052,Regular
312230,Sudeste,MG,Oeste de Minas,Divinópolis,DIVINÓPOLIS,0.7916269188629432,0.8627539179278328,0.6191271831218009,0.8929996555391959,Moderado
312235,Sudeste,MG,Norte de Minas,Salinas,DIVISA ALEGRE,0.6359776611730736,0.7762740831431911,0.5118285498666891,0.6198303505093407,Moderado
312240,Sudeste,MG,Sul/Sudoeste de Minas,Alfenas,DIVISA NOVA,0.7102946427387093,0.8391629457753251,0.3989925435893854,0.892728438851418,Moderado
312245,Sudeste,MG,Jequitinhonha,Almenara,DIVISÓPOLIS,0.605196603810102,0.7500265352497696,0.406197718495576,0.6593655576849605,Moderado
312247,Sudeste,MG,Noroeste de Minas,Unaí,DOM BOSCO,0.6293002613267411,0.8316621253152424,0.2938785186869206,0.7623601399780602,Moderado
312250,Sudeste,MG,Vale do Rio Doce,Caratinga,DOM CAVATI,0.5801886571991084,0.7883600198440187,0.3387876840679224,0.6134182676853844,Regular
312260,Sudeste,MG,Metropolitana de Belo Horizonte,Conceição do Mato Dentro,DOM JOAQUIM,0.6366829558315771,0.8486930309812368,0.3249064878868266,0.7364493486266679,Moderado
312270,Sudeste,MG,Zona da Mata,Ponte Nova,DOM SILVÉRIO,0.6794686947615067,0.8851626991490603,0.4105378550813673,0.7427055300540927,Moderado
312280,Sudeste,MG,Sul/Sudoeste de Minas,Itajubá,DOM VIÇOSO,0.7273462817862271,0.8504601840736294,0.4666566451291632,0.8649220161558886,Moderado
312290,Sudeste,MG,Zona da Mata,Cataguases,DONA EUSÉBIA,0.7021335286626851,0.8107893642305407,0.5011651368882366,0.7944460848692781,Moderado
312300,Sudeste,MG,Campo das Vertentes,São João Del Rei,DORES DE CAMPOS,0.760485048106323,0.8308568480023588,0.5803441406031387,0.8702541557134716,Moderado
312310,Sudeste,MG,Vale do Rio Doce,Guanhães,DORES DE GUANHÃES,0.6715056905439336,0.7758826398677269,0.4542872471370718,0.7843471846270024,Moderado
312320,Sudeste,MG,Central Mineira,Bom Despacho,DORES DO INDAIÁ,0.7238879311219166,0.838115907110792,0.5240192021849416,0.8095286840700163,Moderado
312330,Sudeste,MG,Zona da Mata,Ubá,DORES DO TURVO,0.6293382900821536,0.8140419132688042,0.2502710600497027,0.8237018969279541,Moderado
312340,Sudeste,MG,Oeste de Minas,Piuí,DORESÓPOLIS,0.7485289004075932,0.8475323402088109,0.5080509460228538,0.890003414991115,Moderado
312350,Sudeste,MG,Triângulo Mineiro/Alto Paranaíba,Patrocínio,DOURADOQUARA,0.6924040232301429,0.802171358053711,0.503442644701489,0.771598066935229,Moderado
312352,Sudeste,MG,Zona da Mata,Manhuaçu,DURANDÉ,0.616941297563125,0.7633014030314849,0.2831370733655552,0.8043854162923351,Moderado
312360,Sudeste,MG,Sul/Sudoeste de Minas,Varginha,ELÓI MENDES,0.6929110805183117,0.7901387314974143,0.4581201759157981,0.830474334141723,Moderado
312370,Sudeste,MG,Vale do Rio Doce,Governador Valadares,ENGENHEIRO CALDAS,0.6583988504702201,0.792392812035057,0.3779900335007023,0.8048137058749011,Moderado
312380,Sudeste,MG,Norte de Minas,Bocaiúva,ENGENHEIRO NAVARRO,0.6155369247922517,0.7523098045351766,0.3213207215311749,0.7729802483104038,Moderado
312385,Sudeste,MG,Vale do Rio Doce,Caratinga,ENTRE FOLHAS,0.0,0.8625555551404825,0.0,0.93633075567398,Baixo
312390,Sudeste,MG,Metropolitana de Belo Horizonte,Conselheiro Lafaiete,ENTRE RIOS DE MINAS,0.6757478210896602,0.8399860938911083,0.3974345442911844,0.7898228250866881,Moderado
312400,Sudeste,MG,Zona da Mata,Viçosa,ERVÁLIA,0.6885023931916348,0.8450545710512185,0.379110943987814,0.8413416645358721,Moderado
312410,Sudeste,MG,Metropolitana de Belo Horizonte,Belo Horizonte,ESMERALDAS,0.6361222236021313,0.7511186788070585,0.4918325757328097,0.6654154162665261,Moderado
312420,Sudeste,MG,Zona da Mata,Muriaé,ESPERA FELIZ,0.661490333898985,0.8387127804976376,0.4620236470851311,0.6837345741141867,Moderado
312430,Sudeste,MG,Norte de Minas,Janaúba,ESPINOSA,0.5719506775385212,0.813090072277351,0.4082625835071844,0.4944993768310286,Regular
312440,Sudeste,MG,Sul/Sudoeste de Minas,Pouso Alegre,ESPÍRITO SANTO DO DOURADO,0.7500762781004133,0.9050716559064119,0.499694544842895,0.8454626335519333,Moderado
312450,Sudeste,MG,Sul/Sudoeste de Minas,Pouso Alegre,ESTIVA,0.7298899254078701,0.8768775639287975,0.5075255799305881,0.8052666323642248,Moderado
312460,Sudeste,MG,Zona da Mata,Cataguases,ESTRELA DALVA,0.6863293332203897,0.8721329613812738,0.4996180709290501,0.6872369673508452,Moderado
312470,Sudeste,MG,Central Mineira,Bom Despacho,ESTRELA DO INDAIÁ,0.6880193704207789,0.75959380295328,0.4325843272125085,0.8718799810965481,Moderado
312480,Sudeste,MG,Triângulo Mineiro/Alto Paranaíba,Patrocínio,ESTRELA DO SUL,0.7178142750469625,0.8498236142942026,0.5262161842077169,0.7774030266389683,Moderado
312490,Sudeste,MG,Zona da Mata,Muriaé,EUGENÓPOLIS,0.6606503754843138,0.8019519710323153,0.5222033902110028,0.6577957652096234,Moderado
312500,Sudeste,MG,Zona da Mata,Juiz de Fora,EWBANK DA CÂMARA,0.0,0.7571261560056396,0.0,0.7890872313447505,Baixo
312510,Sudeste,MG,Sul/Sudoeste de Minas,Pouso Alegre,EXTREMA,0.8356657788346145,0.9799117647058824,0.6073976017659384,0.9196879700320226,Alto
312520,Sudeste,MG,Sul/Sudoeste de Minas,Alfenas,FAMA,0.7176016678858939,0.762647555796512,0.5135085501854404,0.8766488976757294,Moderado
312530,Sudeste,MG,Zona da Mata,Muriaé,FARIA LEMOS,0.6808370905002816,0.802705050444636,0.4730663549519296,0.7667398661042795,Moderado
312540,Sudeste,MG,Jequitinhonha,Diamantina,FELÍCIO DOS SANTOS,0.7098822699177031,0.7918140591659861,0.4856745873324507,0.8521581632546725,Moderado
312550,Sudeste,MG,Jequitinhonha,Diamantina,SÃO GONÇALO DO RIO PRETO,0.6617395167877049,0.8141185140722955,0.4634616828236869,0.7076383534671326,Moderado
